,username,content
824,e__mily_529,˘ ³˘ ෆ
825,jejuudoi,"'우도i, 제주 우도를 기억하는 물건을 만듭니다.'.우도 초여름의 눈꽃송이,돌담 넣어 하얗게 내려앉은 눈꽃송이가 보이세요?😊바로 쪽파예요.수확을 앞두고 있는 우도의 특산물이랍니다..우도는 강한 해풍에 노출되어 있는 작은 섬이어서특산물 대부분이 땅속 농작물이랍니다..특히 우도 쪽파는 종자가 우수해서국내에서 쪽파 종자씨(앗)로 유명하답니다.근사하쥬?!👍.우도i 오늘도 우도의 멋진 풍경을 눈에 담고하루를 보내봅니다.우도i는 5시30분까지 열려있어욧!😊.#우도i#제주i#제주우도를기억하는물건을만듭니다"
826,xoxo_arbol,스왈로브스키꽃스키🌸..✔️designed by.ARBOL#handmade#accessory#ARBOL#jeju#제주#제주공항#칼호텔#제주악세사리#악세사리#핸드메이드#은반지#제주애견동반#전농로#전농로벚꽃길#아르볼
827,jeju_shinje,2020.5.14.#초록지붕앤 #6시까지 오픈합니다..#파우치 #귀요미 #펭귄 #펭귄파우치 #고작가 #핸드메이드 #월정 #월정리 #월정소품가게 #월정리소품샵 #제주여행 #월정여행 #써니패션 옆집 #미쁘다제주 옆집 #만월당 뒤 #돔하우스 #캔들 #제주바다캔들 #바다캔들 #jeju #jejuisland
828,woncheol2ya,당분간 제주도 사진만 올릴 예정..바람불때 카메라로 얼굴 가려주면 아주 완벽한 사진이...!!곧 제주 뚜벅이 여행코스 정보도 올릴 예정! With 돌하르방
829,jeju.fullmoon,명월민박에 온 첫 손님!예쁜 여자손님 이셨어요.고맙게도 꽃선물을 두고가셨어요.머문자리에  꽃 선물은 감동이예요!숙소예쁘다고 해주셔서 감사해요.또 놀러오세요.그땐 우리 같이 바다가요!💕 #명월민박  #20200514
830,lissom.jeju,꽃블랑
831,amarillo_rim,올레길 4코스 맘에 들어쓰😚_카페에 있었는데 마감시간이 이렇게 빠른줄 몰라서뭐하지 하다가 가까이 있는 올레길을 걷기로 해서 온 곳_올레길 코스도 좋지만 이 한반도 배경이 너무 예뻤다는 것
832,ooooooh_r,✔️ᴄʜᴇᴄᴋ-ᴏᴜᴛ
833,park__china,"🥡방문포장도&nbsp;‘팍' 차이나게 20%&nbsp;할인갑니다!무엇을&nbsp;상상하든&nbsp;그이상으로&nbsp;프로모션&nbsp;진행중!이쯤에서 팍차이나 진행중인 프로모션 CHECK!✅ 하루에 하나씩 에어팟프로 쏘는중!✅ 양장피엔? 칭따오! 양장피주문시 칭따오(640ml)무제한 무료!✅ 팔보채 주문시➡️ 연태고량주(中)증정✅ 테라 생맥주➡️ ₩1,900✅ 방문포장시 20% 할인팍팍여러분 위 내용 참고하셔서 오늘도 1일 1팍차이나 하세요◡̈❤⠀📍위치: 제주&nbsp;제주시&nbsp;승천로&nbsp;66, 1층"
834,mickyericchloe,"🥢간헐적 단식느낌으로(?)요즘 아침을 다같이 패스하고테라스에서 새로 산 그릴을 꺼내삼겹살과 멜젓 ,소세지,떡, 달걀,새우볶음밥마무리로 너구리순한맛 까지:)싹 비운 점심 🤣.....#koreanstyle#koreanfood#한국음식#한국밥상#집밥#koreanbbq#맛스타그램#간헐적단식#lunch#제주라이프#제주맘#제주살이#푸드스타그램#foodstagram#neoguri#너구리순한맛#캠핑#아점#타운하우스#테라스하우스 #jeju...."
835,hj_lovertravel,한반도지도를 찾아보아요 👀 #큰엉해안경승지
836,26.apr_,늦게 올리는 올해 벚꽃길..#제주 #jeju #벚꽃길 다뿌심
837,whydive_jeju,.under the water..아래에서 바라보는 바다는..얼마나 멋지게요?😝.와이랑 함께 봐요..👍🏻..LET US SHOW YOU.#와이다이브 #제주도스쿠버다이빙 #제주여행 #제주다이빙 #스킨스쿠버다이빙 #체험다이빙 #교육다이빙 #펀다이빙 #바다 #whydive #jeju
838,jun_lisa,새섬공원 야경~.#셀카 #인스타그램 #소통 #맞팔 #좋아요 #육아 #육아맘 #육아스타그램 #도치맘 #엄마 #사진 #8살딸 #6살딸 #daily #life #daughter #love #family #자매 #자매그램 #일상 #sisters #kids #kidsgram #새섬공원 #제주도 #여행 #jeju
839,yul_land,해외에서 4년전 마지막 다이빙 하시고 국내 다이빙은 처음이시라던 두 분 ㅋ 제주도민이면서 이 이쁜 바다를 두고 왜 이제 오셨나요~~ 🧭제주 서귀포시 칠십리로 490☎️01079170079 ☎️01038074475👉Kakaotalk: yul0079#율랜드&nbsp; #율강사 #현강사 #체험다이빙 #율랜드스쿠버 #oceantag #스쿠버교육 #펀다이빙 #보트다이빙 #야간다이빙 #섶섬 #제주율랜드 #jeju #jejuisland #제지기오름 #보목포구 #제주도가볼만한곳 #서귀포스쿠버 #오픈워터교육 #제주도스킨스쿠버 #제주도스쿠버다이빙 #서귀포스쿠버교육
840,ankko33,"➕입맛 당기는대로 메뉴를 골라 다소 과한 브런치를 하고, 아이스라떼로 시원하게 목을 축인 후 비스듬히 기대앉아 망중한을 즐기다보면 절로 ""좋다, 좋다"" 소리가 나온다.오후나절 졸음이 밀려올 때쯤 뜨거운 커피를 앞에 두고 앞마당을 향해 앉으니 눈 앞에선 초록이 넘실대고, 형형의 꽃과 나무가 내 마음을 파고든다.마흔이 목전이건만 마음은 그 시절에 머물러있다. 손 뻗으면 잡힐 것만 같은 청춘이 신기루처럼 느껴진다.유년시절엔 섬을 벗어나는게 꿈이었는데, 이 나이가 되니 다시 섬으로 돌아가고 싶다.#nofilter#spring#jeju"
841,minzx_xo0,Hi jeju🏝.........................#제주도 #제주도여행 #서귀포 #서귀포카페 #금능해수욕장 #제주바다 #일상 #일상기록 #셀피 #jeju #jejuisland #daily #selfie #instadaily #instagood #instalike #일상으로복귀
842,jhwany_p,아이스크림 한 입 먹고 뺏김직장 회식은 언제 끝나나요??죽을때까지 마시는 회사#jeju #daliy #self #selca #일상 #여행 #사진 #회식
843,yoo.xia,#루스트 에어팟 듀데요 ! !
844,vividjhee,하늘도 바람도 바다도 도와줬던 어제의 산책길 이쁜이들하고 한껏 웃고 놀고오랜만에 너무 걸어 기절하신 밤톨🌰
845,lunaejinkwon,#공기와꿈 ☕️💛
846,acacia_gesthouse,게하 바로 옆 별관 낮카페 저녁 알콜‼️메뉴는 계속 업뎃🤍
847,life_roundtheworld,집에 들어가기 싫은 딸과하원하고 #저녁 먹고 귀가난 #맥주한잔 (커피만 마신 남편에겐 미안~)사진 찍어줄까? 하면 포즈 잡는 딸 #원앤온리 #서귀포카페 #서귀포맛집 #일상 #제주 #jeju #제주살이 #jejulife
848,iamjdw539,도두항에서도두해안도로를가다보면나오는일곱빛깔무지개#여행 #여행스타그램 #trip #제주 #제주도 #제주도여행 #jeju #탐라 #탐라국 #탐라는도다 #도두 #도두항 #도두해안도로 #무지개 #rainbow #제주도야사랑해
849,lunaejinkwon,"하나, 둘, 셋 ! 👩‍👩‍👧"
850,___ssugram,외국에 온듯했던 #몽상드애월 💙
851,happyji_hye,HAPPY JEJU_구엄리돌염전💙:)애월쪽 잠시 들리기 좋은곳👋🏻
852,fullof.jeju,_애플망고 미니사이즈 재오픈했습니다 😊크기가 작긴 하지만 들어가는 과수가 많고 당도와 맛은선물용 크기의 대과 사이즈와 같아 많이들 찾아주고 계세요 🥭.미니 사이즈는 매일 농장에서 나오는 수량이한정적이기 때문에 주문주시는 순으로 순차배송해드립니다...구매는 프로필 링크 또는 사진 속 태그클릭해주세요👆🏻#제주가득#애플망고 #제주애플망고#제주특산품
853,lunaejinkwon,나도 #우무 🍮
854,lunaejinkwon,하늘이 예 술 ☁️
855,lunaejinkwon,#하이엔드제주 제주해위~🖐
856,lunaejinkwon,바다뷰와 함께하는 아점 #아기해녀의집 👶🏻
857,lovely._.jjin,.또 가고싶다 제주도💚....#제주 #제주도 #제주아일랜드 #제주바다 #제주여행 #국내여행 #여행 #여행에미치다 #바다 #힐링 #사진 #스냅 #제주스냅 #제주사진 #여유 #일상 #trevel #treveling #jeju #jejuisland #daily #좋아요 #선팔 #맞팔 #likeforlikes
858,eundyo__ee,노을에 취한다#서귀포 #제주도 #제주여헹 #제주 #jeju
859,wow99110,애월브런치맛집 귀더크제주유일 흑돼지카츠산도 와 전국유일 시그니처수제와플 브런치와 현무암라떼&amp;솜구름라떼&amp;달고나샷라떼를 즐길수 있는 오션뷰 카페☕#제주커피맛집#제주여행#애월커피#제주브런치맛집#한림핫플#애월핫플#애월아침식사#애월카페#곽지해수욕장카페#한림아침식사#jeju#제주도맛집#제주신상카페#애월맛집#제주브런치맛집#한림맛집#제주디저트맛집#한림카페#애월브런치#한림점심식사#협재브런치카페#솜구름라떼#곽지브런치맛집#한림브런치맛집#협재카페#귀더크#제주귀더크#애월브런치카페#나혼자산다#제주혼커피
860,kkbbkkim,준홍이 손 곽지고 곽지해수욕장에서 #라임오지고
861,acacia_gesthouse,1층 여자방 로즈마리-6인실
862,kitty_0.0_,아직도 제주앓이중😭...😭
863,wow99110,애월브런치맛집 귀더크제주유일 흑돼지카츠산도 와 전국유일 시그니처수제와플 브런치와 현무암라떼&amp;솜구름라떼&amp;달고나샷라떼를 즐길수 있는 오션뷰 카페☕#제주커피맛집#제주여행#애월커피#제주브런치맛집#한림핫플#애월핫플#애월아침식사#애월카페#곽지해수욕장카페#한림아침식사#jeju#제주도맛집#제주신상카페#애월맛집#제주브런치맛집#한림맛집#제주디저트맛집#한림카페#애월브런치#한림점심식사#협재브런치카페#솜구름라떼#곽지브런치맛집#한림브런치맛집#협재카페#귀더크#제주귀더크#애월브런치카페#나혼자산다#제주혼커피
864,jejui_worker,⛅⛅⛅스마트톡 _ 날마다디자인- #제주도기념품샵 #제주소품샵 #jeju #jejudo #여행에미치다 #제주 #제주여행 #성산일출봉 #성산카페 #성산일출봉카페 #디자인문구 #문덕 #공스타그램 #성산소품샵 #성산가볼만한곳#성산핫플#제주스타그램 #국내여행#제주i#제주아이
865,yumehana_seed,오늘은 #로즈데이 🌹#제주 #장미 #꽃스타그램 #정원꾸미기 #일상 #済州島 #バラ #花のある暮らし #日常 #jeju #rose #flowers #gardening #daily
866,lovely._.jjin,.숲속에서💚...#제주 #제주도 #제주아일랜드 #제주바다 #제주여행 #국내여행 #여행 #여행에미치다 #바다 #힐링 #사진 #스냅 #제주스냅 #제주사진 #여유 #일상 #trevel #treveling #jeju #jejuisland #daily #좋아요 #선팔 #맞팔 #likeforlikes
867,acacia_gesthouse,1층 여자방 라벤더-4인실
868,yeong5250,💞(출처:인스타동영상)#동심이 #동심 #동심이일상 #동심이다 #dongshim #라쿤동심이 #라쿤 #제주도동심이 #제주도라쿤 #섬구리 #손제주 #jejudo #jeju #raccoon #동심이그램 #💟💟💟 #동심아사랑해❤
869,uo__.j,🌱
870,hye_____rin,제주도 오름은 다 올라가보고 싶다 🤨
871,lasungwon,#떵오니 #아침산책 #풀냄새 #새소리 #산림욕 하는중 #휘파람 불수있으면 새인 척 했을텐데... 아쉬오 힝 그래도 #조아여 💕....#jeju #sumokwon #photo by myself #photographer #timetogoback ✈
872,wow99110,애월오션뷰 제주맛집 1층 모든공간이 주차장 넓어 주차하기편해 더욱좋아요🤗&nbsp; #사이카레#애월맛집#제주맛집인정#제주핫플#애월#곽지맛집#애월핫플#새별오름맛집#커리맛집#한담맛집#금능해변맛집#애월카페#애월맛집인정#제주시맛집#제주도맛집#혼밥맛집#제주맛집추천#더럭분교맛집#애월점심추천#제주핫플레이스#애월점심식사#제주맛집추천#애월아침식사#제주혼밥하기좋은곳#jeju#제주카레맛집#한림맛집#애월아침추천#애월맛집추천#카멜리아힐맛집#나혼자산다
873,all_that_jeju_rey_chef,올댓제주 파스타.맥주한잔 와인 한잔 곁들이면 더 맛나요~👏👍👏👍.천천히 조용히 여유있게 술한잔올댓제주~ 🍷😌🍺☺🍷😚.오늘도 저녁부터 밤늦게까지 열려있습니다 .아이들 동반은 7시30분 까지 가능합니다.5인이상 단체 고객에 한하여 미리 예약 주시면 평소보다 일찍 오픈합니다(낮술..오후모임 등)..#올댓제주 #allthatjeju #비스트로 #제주술집 #제주와인바 #제주맥주#버드와이저생맥주#한라산 #싱글몰트위스키 #제주전통주 #혼술 #제주혼술 #제주시맛집 #제주도민맛집 #제주동문시장맛집 #칠성로맛집 #제주공항맛집 #탑동맛집 #제주탑동맛집 #탑동술집 #제주맛집#제주파스타#제주바다#고로케#딱새우감바스 #제주레스토랑 #제주회식장소 #제주여행#jeju#jejufood
874,hyun_hyuk__,프로 출근러......#jeju#effector #effectordelayⅱ #minas #patagonia #uniqlou #hershellsupply
875,marckorea718,"[남방큰돌고래와 함께 살기, 적정거리를 지켜요!] 선수파, 즐거워 보여도 위험할 수 있습니다.파도타기를 좋아하는 돌고래들은 선수파타기도 좋아합니다. 다만 선수파를 자꾸 유도하는 행위는 돌고래의 생활을 망가뜨릴 수 있음을 유념해 주세요! 돌고래는 인간과 거리를 충분히 유지할수록 우리의 더 좋은 이웃이 될 수 있습니다.여러분도 돌고래를 지키는 수호천사가 될 수 있어요!#제주 #남방큰돌고래 #돌고래 #돌고래관광 #적정거리 #50m이내접근금지 #길막금지 #속도를줄이세요 #드론은30m밖에서 #새끼가보이면더조심! #무리를흩뜨리지마세요 #돌고래와인간의거리두기 #거리두기 #dolphin #jeju #island #stayaway #slowdown #distancing @lushkorea @sundaycoworker"
876,artofideo,#WeeklyStepChallenge #DarkFantasy #Lune #Soleil - Rendez vous toutes les nuits de mercredi à jeudi à minuit sur https://twitch.tv/ideoart • 삼도이동 72-1 이데오아트 입니다~! • #commission #ideoart #이데오아트 #jeju #제주 #jejucaricature #caricature #ideocaricature #이데오캐리커처 #제주캐리커처 #제주캐리커쳐 #제주도민 #캐리커처 #일러스트 #그림일기 #캐리커쳐 #Commissions #DigitalDrawing #SketchBookapp #LiveDrawing #Twitch #돌하르방캐리커쳐 #제주도
877,original_sunking,제주올레(자주올래)#구름한가득 #썬킹라이프
878,seashell_bada,⠀제주의 바다를 담은반짝반짝 빛나는 보석들..❤⠀제주의 감성이 가득 담긴선물을 사랑하는 사람에게선물해보시는 건 어떨까요?😃⠀#바다보석 #제주소품샵 #제주도소품샵 #성산소품샵 #제주소품샵투어 #조개반지 #디퓨저 #제주바다 #천연조개 #트레이 #조개리스 #귀걸이 #jeju #jejudo
879,okphoto_daily,망고빙수#망고빙수 #제주신라호텔 #HotelShillaJeju #제주 #Jeju #제주도 #JejuIsland
880,shassykat15,Jeju Aloe Ice 😍#Skincare#Korean#Jeju#Aloe#Ice💕
881,jijjuya,5월의 제주 🌊
882,yunvelyyy_yy,아늑한 느낌의 카페#제주도 #제주 #카페 #카페추천 #애월 #cafe #daily #jeju
883,jeju_aviation,Korean Air Boeing 737-9B5 HL7726기령(Age):14 Years 11 Months찍은장소(Location):Jeju International Airport (CJU)찍은날짜(Date):2020/05/12편명(Flight number):KE1810CJU(Jeju)➡️TAE(Daegu)...#제주도 #제주#제주국제공항 #jejuisland #jeju #jejuinternationalairport #비행기#airplane #하늘 #구름 #항덕 #hl7726 #대한항공 #koreanair #boeing #boeing737 #b737 #boeing737900 #b739 #plane #planespotter #aviation #aviation4u #aviationlovers #aviationdaily #aviationgeek #avgeek #aviationpics #aviationphotography
884,acacia_gesthouse,1층 여자화장실 2개 내부입니다.
885,lee_star_,사무실에서 바다 보는 중..신뢰를 바탕으로 정직하게 임하겠습니다👍..🔛중고차 판매 및 매입.🔛일반 &amp; 보험 수리 및 정비.🔛리스 &amp; 할부 구매 / 자동차 보험.🔛전국 출장 / 모든 문의.#제주도그램 #제주 #제주도 #바다 #jeju #중고차 #자동차 #자동차그램 #일상소통 #일상기록 #일상그램 #일상 #일상스타그램 #좋아요 #데일리 #데일리그램 #데일리스타그램 #소통 #소통하자 #소통해요 #소통스타그램 #맞팔 #선팔 #직장 #직장인스타그램 #첫줄 #첫줄안녕
886,yewonflower,좋아하는꽃들로😷#2020예원스승의날꽃 ..예쁘게 담을게요🙏감사드려요💖#예원꽃집#yewonflower #flowers#flowershop#jeju#플라워샵#예원#제주예원꽃집#꽃#꽃집#꽃선물#일상#공간#제주플라워샵#제주도꽃집
887,hyemtto,#mumujeju끝나지 않은 ᴶᴱᴶᵁ 🌼당일치기로 다녀온 제주인데아쉬워서 옷도 챙겨갔지 모야 ?제주는 소품샵도 귀엽다 .. 💙
888,jeju_carepilates,#케어필라테스제주#지도자과정모집ᆞᆞ전문적인ㆍ체계적 필라테스 교육은 역시대한민국 NO.1 케어필라테스 입니다!!ᆞᆞ#제주필라테스#신제주필라테스#연동필라테스#노형필라테스#케어필라테스제주#필라테스강사#제주기구필라테스#제주필라테스개인레슨#제주운동센터#제주다이어트#제주체형교정#제주번지피트니스 #번지피지오 #jeju #제주맘.
889,_bright_kimyo_,"⠀총체적 난국에서 장족의 발전🔜대충 냄비받침으로나 써야겠다이 달 안에 거적대기 치마라도 하나 만드는 것이 목표인데 가능하려나,,,⠀⠀#봉린이#봉신이되는날까지#제주도봉틀생활#내목표는드레스⠀⠀⠀"
890,ej_p0620,지금은 #jeju ..#휴애리 #수국축제 #오랜만에제주도✈️ #가족여행중
891,lovely__diaa,.조용하고 따뜻했던 곳🧡이런 온도 좋다#아베끄
892,shin_areum,오빠가 프로사진러가 되어가고 있다 ◡̈
893,kim_by88,"주아한테 푹빠졌다는 친구,,정작 주아는 너무 귀찮아한다고ㅋㅋㅋㅋ아빠운다 주아야ㅋㅋㅋㅋㅋㅋ 🤣🤣"
894,chois__h,말이랑 썽산일출봉이랑 썽호랑 #말썽꾸러기
895,acacia_gesthouse,아카시아 입구 근황🌞
896,jjeong.charm_,𝐉𝐞𝐣𝐮🌱
897,filter_092,해가 나올랑 말랑#제주#jeju#여행#여행사진#travelphotographyㆍ#핸드폰사진#갤럭시사진#노트10+#라이트룸#사진보정#galaxysnote10plus#lightroom
898,booksandbuys,"The Island of the Sea Women🦋This novel tells the story of the friendship of two women on the island of Jeju. This book covers the ancient tradition of haenyeo, the horrific events that WW2 brings the island and the betrayal of one mother to another 🌊 .#bookstagram #readersofinstagram #readmorebooks #historicalfiction #jejuisland #reading #bookstagrammer #jeju #teal #ocean"
899,georgina_jeju,#산딸기 따왔어요 . 🍓#오늘 7시에 오픈해요 _ ...... - 맛있게 담궈서 _🥂스파클링 와인과 함께 곁들일 수 있게 준비 할게요 . ! #제주도 #jeju #제주 #jeju#서귀포 #seogwipo #올레시장 #이중섭거리 #아랑조을거리 부근 #제주도술집 #제주술집 #서귀포술집 #안주맛집 #감성술집 #조르지네이상한가게 #와인 #wine #맥주 #beer #데낄라 #위스키 #칵테일 #소주 #soju 🍷🍺🍸🍹🥃🍶#파스타 #pasta #닭고기스튜 #stew #salad 🍝🥘🥗
900,coehyeokgeun,며칠전에 갔던 #제주분식또 가고 싶다... #제주맛집#제주도민맛집#제주현지인맛집#제주도민#먹스타그램#제주도먹방#제주도그램#제주일상#신제주맛집#제주공항근처맛집#jeju#제주시맛집#연동맛집#연동제주분식#노형동맛집#제주도김밥#전복김밥#제주공항맛집
901,madida.brow__,"M͞A͞D͞I͞D͞A͞옆으로 넘기시면 동영상이랑 before 있어용 붉은색 잔흔커버 🤎문의는 프로필링크를 통해 !DM 또는 오픈카카오톡 으로 연락주세요ღ 1:1 맞춤 디자인ღ 딱지 x 탈각 x 짱구눈썹 x ღ 예민하신분들을 위한 무통증 시술 (99%)ღ 철저한 위생 (일회용 니들 사용 후 폐기)ღ 당일세안, 운동, 메이크업 okღ 첫날부터 자연스러운 눈썹 연출 ....#제주 #제주도 #제주도민 #제주살이  #제주눈썹문신 #제주시눈썹문신 #제주반영구 #제주여행 #제주남자눈썹문신 #제주속눈썹 #제주네일  #제주맘카페 #제주핫플 #제주헬스 #일상 #좋아요 #오오티디  #제주운동 #팔로우 #소통 #jeju #제주헤어라인 #제주헤어라인문신 #제주눈썹잘하는곳"
902,fbrk_clothing,파브릭 오픈했습니다🤩.#파브릭 #fbrk_clothing
903,longroad_injeju,롱로드영업시간평일 11:00~16:00주말 11:00~20:00(재료소진시마감)주소: 제주도 제주시 한림읍 귀덕리4073(포장가능)연락처 : 064-796-4073..3세부터93세까지 드실수 있는 함박스테이크를 만들고 있습니다#롱로드#귀덕맛집#한림맛집#애월맛집#제주맛집#한담해변#곽지해수욕장#곽지과물해변 #협재#협재해수욕장#금능#이호해수욕장#금오름#새별오름#제주도#제주#제주여행#jeju#아보카도#avocado#함박스테이크#제주가족여행#오설록#봄날#제주도여중문 #애월해안도로&nbsp; #제주공항맛집#중문관광단지 #궤물오름
904,haezza_j.j,▪️중문비치🌞아직 파도가 무서운 고우리엄마는 그냥 널 데리고 들어갈거야 미안
905,jejubutter,😎 휴가오셨다면~ 들렸다가세요❤️.제주공항 🚖10분거리 제주버터샵.튜브~텐트~캐리어~방수팩~다있어용 ❤️#제주여행 #제주핫플 #제주시핫플 ❤️ ...💓제주시 핫플💓..별관 1층  대형마트 마트로본관 1층 #제주카페 앙뚜아네트 본관 2층 제주리빙샵 #버터제주 .⛩아이부터 아빠까지 만족할수있는 제주탑동⛩..#제주공항차 마시며 커피마시며 🛒쇼핑할수있는곳!#jeju #jejudo #jejuisland #제주국제공항 #제주공항맛집 #제주도맛집 #제주탑동맛집 #제주시청 #제주살이 #제주맘 #제주 #제주도 #제주도여행 #제주고 #한림 #애월 #성산 #제주답례품 #제주소품 #제주소품샵 #제주대#제주유채꽃
906,longroad_injeju,롱로드영업시간평일 11:00~16:00주말 11:00~20:00(재료소진시마감)주소: 제주도 제주시 한림읍 귀덕리4073(포장가능)연락처 : 064-796-4073..3세부터93세까지 드실수 있는 함박스테이크를 만들고 있습니다#롱로드#귀덕맛집#한림맛집#애월맛집#제주맛집#한담해변#곽지해수욕장#곽지과물해변 #협재#협재해수욕장#금능#이호해수욕장#금오름#새별오름#제주도#제주#제주여행#jeju#아보카도#avocado#함박스테이크#제주가족여행#오설록#봄날#제주도여중문 #애월해안도로&nbsp; #제주공항맛집#중문관광단지 #궤물오름
907,dongha1022,김롱이 바보
908,longroad_injeju,롱로드영업시간평일 11:00~16:00주말 11:00~20:00(재료소진시마감)주소: 제주도 제주시 한림읍 귀덕리4073(포장가능)연락처 : 064-796-4073..3세부터93세까지 드실수 있는 함박스테이크를 만들고 있습니다#롱로드#귀덕맛집#한림맛집#애월맛집#제주맛집#한담해변#곽지해수욕장#곽지과물해변 #협재#협재해수욕장#금능#이호해수욕장#금오름#새별오름#제주도#제주#제주여행#jeju#아보카도#avocado#함박스테이크#제주가족여행#오설록#봄날#제주도여중문 #애월해안도로&nbsp; #제주공항맛집#중문관광단지 #궤물오름
909,seryunme,Again jeju #05132020 ..#daily#trip#travel#jeju#fashion#ootd#wiwt#todaysme#spring#phytoncide#데일리#일상#제주도#패션#멋스타그램#얼스타그램#오오티디#힐링#성산일출봉#섭지코지#세화해변#김녕해수욕장#월정리#비자림#피톤치드#산굼부리#녹산로#금백조로
910,daisuki84,빈손으로 나오기 힘든 제주도 빈티지 그릇가게 겸 카페 #리틀포레스트 💛 예쁜 컵 하나 사왔는데 넘 맘에 들어 잘 쓰고 있어요. 😀.#최기자제주 #제주도여행 #제주여행 #제주도쇼핑 #제주도빈티지샵 #제주도소품샵 #서귀포 #서귀포카페 #서귀포소품샵 #서귀포빈티지샵 #제주도카페 #제주도카페투어 #제주카페 #제주빈티지샵 #제주빈티지카페 #제주빈티지 #jeju #jejucafe #jejuvintageshop
911,lala__go,_못생김과 뚱뚱함중 하나만하기로했지만!현재 인생 최고치 몸무게ㅠㅠ역시 살빼기는 넘 힘들다😱#등산하다저승갈뻔#다이어트는다음생에 🤫_#일상 #데일리그램 #제주 #제주살이 #제주도민 #제주명소 #jeju #jejuisland #한라산 #한라산등산 #윗세오름 #진달래 #영실코스#등산 #등산스타그램 #운동 #운동스타그램 #운동하는여자 #다이어트#다이어터 #소통#좋아요 #좋아요반사 #f4f #fallow4fallow
912,gallery2,"⠀&lt;Drawing&gt;은 큰 붓으로 화면에 제스쳐의 흔적을 기록한다. 작가는 겸재 정선이나 김환기의 작품에서 느껴지는 특유의 감수성, 가변성, 빛과 흔들림, 습윤성이 과연 어디에서 왔는지 늘 궁금했다고 한다. 그리고 그는 이것이 비가 많이 오고 습한 몬순 기후 지역의 문화라고 추측한다. 물을 먹은 안료가 마른 종이를 지나가면서 물길을 만든다. 그는 자신의 태어난 자연의 성질을 묘사하고 있는 것이다.⠀&lt;Drawing&gt;, his most recent work is a brush-traced record of his gestures over the canvas. Lee points to Jeong Seon (1676-1759, quintessential Korean landscape painter, also known by his pen name Kyomjae) and Kim Whanki (1913-1974, pioneered abstract art and was a critical proponent of modern art in Korea) as inspiration for his latest work. Lee looks to their works with great fascination, pondering the source of their unique tonality, versatility, luminous treble, and wettability. Lee speculates that much of the characteristics associated with Jeong Seon and Kim Whanki were idiosyncratic to the rainy and humid atmosphere of monsoon-prone regions. When liquid, pigmented ink glides over dry paper, the moisture draws a path. Lee is in a way, expressing the idiosyncrasies of the place where he was born.⠀이배 Lee BaeDrawing, charcoal ink on paper, 162x130cm, 2020⠀이배 LEE BAE✔2020.4.16-5.23@gallery2서울시 종로구 평창길 204204, Pyeongchang-gil, Jongno-gu, Seoul, Korea⠀✔2020.4.16-7.11@gallery2 Joongsun Nongwon제주도 제주시 영평길 269269, Yeongpyeong-gil, Jeju-si, Jeju-do, Korea⠀✔2020.4.16-5.31@johyungallery Dalmaji부산시 해운대구 달맞이길 65번길 171171, Dalmaji-gil, 65 Beon-gil, Haeundae-gu, Busan, Korea⠀✔2020.4.16-5.31@johyungallery Haeundae부산시 해운대구 해운대해변로 298번길 51F, 5, Haeundaehaebyeon-ro 298 Beon-gil, Haeundae-gu, Busan, Korea⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀#이배#leebae#갤러리2중선농원#갤러리2#중선농원#gallery2#gallery2joongsunnongwon#ギャラリーツー#조현화랑#johyungallery#gallery#seoul#jeju#busan#korea#exhibition#koreancontemporaryart#koreanartist#art#contemporaryart#painting#韓国#ソウル#アート#展覧会#現代美術#当代艺术#artemoderno"
913,bessignal,"ผิว🍑🍑พีช ดูไบท์นุ่มชุ่มชื่น ใช้ได้ทั้งหญิงและชาย คุณค่าที่ควรเลือก. ผิวสตรองด้วยเจจู🍓.#Jeju, Korea #collagen #Soap #อาหารผิว #ทำความสะอาดผิว #จุดด่างดำ #ลดรอยสิว"
914,miniellie_,내 종아리를 앗아간 카페공백🥰
915,dami_o0o,_크아아아아아앍
916,a_.mky,안녕 제주멍뭉이🐶
917,suzy__84,"⠀⠀ ⠀⠀말먹이주는게 이렇게 재밌을일이냐며주고또주고,집에서 가까운곳에이마니 친절하고 좋은 승마장이 있다니앞으로 자주가자 우리💛#조은승마장⠀ ⠀⠀"
918,theobject__official,
919,theobject__official,
920,gimnyeongjang,.김녕장게스트하우스 🏠제주시 김녕로 19길55김녕회관 wine bar &amp; pub🍷.제주시 김녕로170010-9398-8746#김녕 #김녕성세기해변 #월정리 #함덕 #제주 #제주도 #제주게하 #일상 #제주게스트하우스 #한옥게스트하우스 #한옥 #제주도게하 #제주도게스트하우스 #김녕게하 #김녕게스트하우스 #김녕장 #김녕장게스트하우스 #게하 #게스트하우스 #여행 #제주여행 #김녕회관 #jeju #jejudo
921,j_y86_,"다시 놀러갈래,,....#제주도 #갯깍주상절리 #서귀포 #여행 #selfie #jeju #instagram"
